Letter,Disease Name,URL
A,Arteriosclerosis / atherosclerosis,https://www.mayoclinic.org/diseases-conditions/arteriosclerosis-atherosclerosis/symptoms-causes/syc-20350569
A,Arteriovenous fistula,https://www.mayoclinic.org/diseases-conditions/arteriovenous-fistula/symptoms-causes/syc-20369567
A,Arteriovenous malformation,https://www.mayoclinic.org/diseases-conditions/arteriovenous-malformation/symptoms-causes/syc-20350544
A,Arthritis,https://www.mayoclinic.org/diseases-conditions/arthritis/symptoms-causes/syc-20350772
A,Asbestosis,https://www.mayoclinic.org/diseases-conditions/asbestosis/symptoms-causes/syc-20354637
A,Ascariasis,https://www.mayoclinic.org/diseases-conditions/ascariasis/symptoms-causes/syc-20369593
A,Aspergillosis,https://www.mayoclinic.org/diseases-conditions/aspergillosis/symptoms-causes/syc-20369619
A,Asthma,https://www.mayoclinic.org/diseases-conditions/asthma/symptoms-causes/syc-20369653
A,Asthma attack,https://www.mayoclinic.org/diseases-conditions/asthma-attack/symptoms-causes/syc-20354268
A,Astigmatism,https://www.mayoclinic.org/diseases-conditions/astigmatism/symptoms-causes/syc-20353835
A,Astrocytoma,https://www.mayoclinic.org/diseases-conditions/astrocytoma/symptoms-causes/syc-20576675
A,Ataxia,https://www.mayoclinic.org/diseases-conditions/ataxia/symptoms-causes/syc-20355652
A,Atelectasis,https://www.mayoclinic.org/diseases-conditions/atelectasis/symptoms-causes/syc-20369684
A,Athlete's foot,https://www.mayoclinic.org/diseases-conditions/athletes-foot/symptoms-causes/syc-20353841
A,Atopic dermatitis (eczema),https://www.mayoclinic.org/diseases-conditions/atopic-dermatitis-eczema/symptoms-causes/syc-20353273
A,Atrial fibrillation,https://www.mayoclinic.org/diseases-conditions/atrial-fibrillation/symptoms-causes/syc-20350624
A,Atrial flutter,https://www.mayoclinic.org/diseases-conditions/atrial-flutter/symptoms-causes/syc-20352586
A,Atrial septal defect (ASD),https://www.mayoclinic.org/diseases-conditions/atrial-septal-defect/symptoms-causes/syc-20369715
A,Atrial tachycardia,https://www.mayoclinic.org/diseases-conditions/atrial-tachycardia/symptoms-causes/syc-20573298
A,Atrioventricular canal defect,https://www.mayoclinic.org/diseases-conditions/atrioventricular-canal-defect/symptoms-causes/syc-20361492
A,Atrioventricular nodal reentry tachycardia (AVNRT),https://www.mayoclinic.org/diseases-conditions/avnrt/symptoms-causes/syc-20573830
A,Attention-deficit/hyperactivity disorder (ADHD) in children,https://www.mayoclinic.org/diseases-conditions/adhd/symptoms-causes/syc-20350889
A,Atypical genitalia,https://www.mayoclinic.org/diseases-conditions/atypical-genitalia/symptoms-causes/syc-20369273
A,Atypical hyperplasia of the breast,https://www.mayoclinic.org/diseases-conditions/atypical-hyperplasia/symptoms-causes/syc-20369773
A,Auditory processing disorder,https://www.mayoclinic.org/diseases-conditions/auditory-processing-disorder/symptoms-causes/syc-20555261
A,Autism spectrum disorder,https://www.mayoclinic.org/diseases-conditions/autism-spectrum-disorder/symptoms-causes/syc-20352928
A,Autoimmune encephalitis,https://www.mayoclinic.org/diseases-conditions/autoimmune-encephalitis/symptoms-causes/syc-20576380
A,Autoimmune epilepsy,https://www.mayoclinic.org/diseases-conditions/autoimmune-epilepsy/symptoms-causes/syc-20576892
A,Autoimmune hepatitis,https://www.mayoclinic.org/diseases-conditions/autoimmune-hepatitis/symptoms-causes/syc-20352153
A,Autoimmune pancreatitis,https://www.mayoclinic.org/diseases-conditions/autoimmune-pancreatitis/symptoms-causes/syc-20369800
A,Autonomic neuropathy,https://www.mayoclinic.org/diseases-conditions/autonomic-neuropathy/symptoms-causes/syc-20369829
A,Avascular necrosis (osteonecrosis),https://www.mayoclinic.org/diseases-conditions/avascular-necrosis/symptoms-causes/syc-20369859
B,Baby acne,https://www.mayoclinic.org/diseases-conditions/baby-acne/symptoms-causes/syc-20369880
B,Back pain,https://www.mayoclinic.org/diseases-conditions/back-pain/symptoms-causes/syc-20369906
B,Bacterial vaginosis,https://www.mayoclinic.org/diseases-conditions/bacterial-vaginosis/symptoms-causes/syc-20352279
B,Bad breath,https://www.mayoclinic.org/diseases-conditions/bad-breath/symptoms-causes/syc-20350922
B,Bags under eyes,https://www.mayoclinic.org/diseases-conditions/bags-under-eyes/symptoms-causes/syc-20369927
B,Baker cyst,https://www.mayoclinic.org/diseases-conditions/bakers-cyst/symptoms-causes/syc-20369950
B,Balance problems,https://www.mayoclinic.org/diseases-conditions/balance-problems/symptoms-causes/syc-20350474
B,Bardet-Biedl syndrome (BBS),https://www.mayoclinic.org/diseases-conditions/bardet-biedl-syndrome/symptoms-causes/syc-20586227
B,Barrett's esophagus,https://www.mayoclinic.org/diseases-conditions/barretts-esophagus/symptoms-causes/syc-20352841
B,Bartholin's cyst,https://www.mayoclinic.org/diseases-conditions/bartholin-cyst/symptoms-causes/syc-20369976
B,Basal cell carcinoma,https://www.mayoclinic.org/diseases-conditions/basal-cell-carcinoma/symptoms-causes/syc-20354187
B,B-cell lymphoma,https://www.mayoclinic.org/diseases-conditions/b-cell-lymphoma/symptoms-causes/syc-20586599
B,Bedbugs,https://www.mayoclinic.org/diseases-conditions/bedbugs/symptoms-causes/syc-20370001
B,Bedsores (pressure ulcers),https://www.mayoclinic.org/diseases-conditions/bed-sores/symptoms-causes/syc-20355893
B,Bed-wetting,https://www.mayoclinic.org/diseases-conditions/bed-wetting/symptoms-causes/syc-20366685
B,Bee sting,https://www.mayoclinic.org/diseases-conditions/bee-stings/symptoms-causes/syc-20353869
B,Behcet disease,https://www.mayoclinic.org/diseases-conditions/behcet-disease/symptoms-causes/syc-20351326
B,Bell's palsy,https://www.mayoclinic.org/diseases-conditions/bells-palsy/symptoms-causes/syc-20370028
B,Benign adrenal tumors,https://www.mayoclinic.org/diseases-conditions/benign-adrenal-tumors/symptoms-causes/syc-20356190
B,Benign paroxysmal positional vertigo (BPPV),https://www.mayoclinic.org/diseases-conditions/vertigo/symptoms-causes/syc-20370055
B,Benign peripheral nerve tumor,https://www.mayoclinic.org/diseases-conditions/peripheral-nerve-tumors-benign/symptoms-causes/syc-20368680
B,Benign prostatic hyperplasia (BPH),https://www.mayoclinic.org/diseases-conditions/benign-prostatic-hyperplasia/symptoms-causes/syc-20370087
B,Bicuspid aortic valve,https://www.mayoclinic.org/diseases-conditions/bicuspid-aortic-valve/cdc-20385577
B,Bile reflux,https://www.mayoclinic.org/diseases-conditions/bile-reflux/symptoms-causes/syc-20370115
B,Binge-eating disorder,https://www.mayoclinic.org/diseases-conditions/binge-eating-disorder/symptoms-causes/syc-20353627
B,Bipolar disorder,https://www.mayoclinic.org/diseases-conditions/bipolar-disorder/symptoms-causes/syc-20355955
B,Bird flu (avian influenza),https://www.mayoclinic.org/diseases-conditions/bird-flu/symptoms-causes/syc-20568390
B,Black hairy tongue,https://www.mayoclinic.org/diseases-conditions/black-hairy-tongue/symptoms-causes/syc-20356077
B,Bladder cancer,https://www.mayoclinic.org/diseases-conditions/bladder-cancer/symptoms-causes/syc-20356104
B,Bladder exstrophy,https://www.mayoclinic.org/diseases-conditions/bladder-exstrophy/symptoms-causes/syc-20391299
B,Bladder stones,https://www.mayoclinic.org/diseases-conditions/bladder-stones/symptoms-causes/syc-20354339
B,Blastocystis hominis,https://www.mayoclinic.org/diseases-conditions/blastocystis-hominis-infection/symptoms-causes/syc-20351205
B,Blepharitis,https://www.mayoclinic.org/diseases-conditions/blepharitis/symptoms-causes/syc-20370141
B,Blocked tear duct,https://www.mayoclinic.org/diseases-conditions/blocked-tear-duct/symptoms-causes/syc-20351369
B,Blood in urine (hematuria),https://www.mayoclinic.org/diseases-conditions/blood-in-urine/symptoms-causes/syc-20353432
B,Body dysmorphic disorder,https://www.mayoclinic.org/diseases-conditions/body-dysmorphic-disorder/symptoms-causes/syc-20353938
B,Body lice,https://www.mayoclinic.org/diseases-conditions/body-lice/symptoms-causes/syc-20350310
B,Boils and carbuncles,https://www.mayoclinic.org/diseases-conditions/boils-and-carbuncles/symptoms-causes/syc-20353770
B,Bone cancer,https://www.mayoclinic.org/diseases-conditions/bone-cancer/symptoms-causes/syc-20350217
B,Bone metastasis,https://www.mayoclinic.org/diseases-conditions/bone-metastasis/symptoms-causes/syc-20370191
B,Bone spurs,https://www.mayoclinic.org/diseases-conditions/bone-spurs/symptoms-causes/syc-20370212
B,Borderline personality disorder,https://www.mayoclinic.org/diseases-conditions/borderline-personality-disorder/symptoms-causes/syc-20370237
B,Botulism,https://www.mayoclinic.org/diseases-conditions/botulism/symptoms-causes/syc-20370262
B,Brachial plexus injury,https://www.mayoclinic.org/diseases-conditions/brachial-plexus-injury/symptoms-causes/syc-20350235
B,Bradycardia,https://www.mayoclinic.org/diseases-conditions/bradycardia/symptoms-causes/syc-20355474
B,Brain aneurysm,https://www.mayoclinic.org/diseases-conditions/brain-aneurysm/symptoms-causes/syc-20361483
B,Brain AVM (arteriovenous malformation),https://www.mayoclinic.org/diseases-conditions/brain-avm/symptoms-causes/syc-20350260
B,Brain metastases,https://www.mayoclinic.org/diseases-conditions/brain-metastases/symptoms-causes/syc-20350136
B,Brain tumor,https://www.mayoclinic.org/diseases-conditions/brain-tumor/symptoms-causes/syc-20350084
B,Breast cancer,https://www.mayoclinic.org/diseases-conditions/breast-cancer/symptoms-causes/syc-20352470
B,Breast cysts,https://www.mayoclinic.org/diseases-conditions/breast-cysts/symptoms-causes/syc-20370284
B,Breast pain,https://www.mayoclinic.org/diseases-conditions/breast-pain/symptoms-causes/syc-20350423
B,Broken ankle,https://www.mayoclinic.org/diseases-conditions/broken-ankle/symptoms-causes/syc-20450025
B,Broken arm,https://www.mayoclinic.org/diseases-conditions/broken-arm/symptoms-causes/syc-20353260
B,Broken collarbone,https://www.mayoclinic.org/diseases-conditions/broken-collarbone/symptoms-causes/syc-20370311
B,Broken foot,https://www.mayoclinic.org/diseases-conditions/broken-foot/symptoms-causes/syc-20355492
B,Broken hand,https://www.mayoclinic.org/diseases-conditions/broken-hand/symptoms-causes/syc-20450240
B,Broken heart syndrome,https://www.mayoclinic.org/diseases-conditions/broken-heart-syndrome/symptoms-causes/syc-20354617
B,Broken leg,https://www.mayoclinic.org/diseases-conditions/broken-leg/symptoms-causes/syc-20370412
B,Broken nose,https://www.mayoclinic.org/diseases-conditions/broken-nose/symptoms-causes/syc-20370439
B,Broken ribs,https://www.mayoclinic.org/diseases-conditions/broken-ribs/symptoms-causes/syc-20350763
B,Broken toe,https://www.mayoclinic.org/diseases-conditions/broken-toe/symptoms-causes/syc-20370463
B,Broken wrist,https://www.mayoclinic.org/diseases-conditions/broken-wrist/symptoms-causes/syc-20353169
B,Bronchiolitis,https://www.mayoclinic.org/diseases-conditions/bronchiolitis/symptoms-causes/syc-20351565
B,Bronchitis,https://www.mayoclinic.org/diseases-conditions/bronchitis/symptoms-causes/syc-20355566
B,Brucellosis,https://www.mayoclinic.org/diseases-conditions/brucellosis/symptoms-causes/syc-20351738
B,Brugada syndrome,https://www.mayoclinic.org/diseases-conditions/brugada-syndrome/symptoms-causes/syc-20370489
B,Buerger disease,https://www.mayoclinic.org/diseases-conditions/buergers-disease/symptoms-causes/syc-20350658
B,Bulimia nervosa,https://www.mayoclinic.org/diseases-conditions/bulimia/symptoms-causes/syc-20353615
B,Bullous pemphigoid,https://www.mayoclinic.org/diseases-conditions/bullous-pemphigoid/symptoms-causes/syc-20350414
B,Bundle branch block,https://www.mayoclinic.org/diseases-conditions/bundle-branch-block/symptoms-causes/syc-20370514
B,Bunions,https://www.mayoclinic.org/diseases-conditions/bunions/symptoms-causes/syc-20354799
B,Burkitt lymphoma,https://www.mayoclinic.org/diseases-conditions/burkitt-lymphoma/symptoms-causes/syc-20584512
B,Burning mouth syndrome,https://www.mayoclinic.org/diseases-conditions/burning-mouth-syndrome/symptoms-causes/syc-20350911
B,Burns,https://www.mayoclinic.org/diseases-conditions/burns/symptoms-causes/syc-20370539
B,Bursitis,https://www.mayoclinic.org/diseases-conditions/bursitis/symptoms-causes/syc-20353242
C,C. difficile infection,https://www.mayoclinic.org/diseases-conditions/c-difficile/symptoms-causes/syc-20351691
C,Calciphylaxis,https://www.mayoclinic.org/diseases-conditions/calciphylaxis/symptoms-causes/syc-20370559
C,Cancer,https://www.mayoclinic.org/diseases-conditions/cancer/symptoms-causes/syc-20370588
C,Canker sore,https://www.mayoclinic.org/diseases-conditions/canker-sore/symptoms-causes/syc-20370615
C,Carbon monoxide poisoning,https://www.mayoclinic.org/diseases-conditions/carbon-monoxide/symptoms-causes/syc-20370642
C,Carcinoid syndrome,https://www.mayoclinic.org/diseases-conditions/carcinoid-syndrome/symptoms-causes/syc-20370666
C,Carcinoid tumors,https://www.mayoclinic.org/diseases-conditions/carcinoid-tumors/symptoms-causes/syc-20351039
C,Carcinoma of unknown primary,https://www.mayoclinic.org/diseases-conditions/carcinoma-unknown-primary/symptoms-causes/syc-20370683
C,Cardiogenic shock,https://www.mayoclinic.org/diseases-conditions/cardiogenic-shock/symptoms-causes/syc-20366739
C,Cardiomyopathy,https://www.mayoclinic.org/diseases-conditions/cardiomyopathy/symptoms-causes/syc-20370709
C,Carotid artery disease,https://www.mayoclinic.org/diseases-conditions/carotid-artery-disease/symptoms-causes/syc-20360519
C,Carpal tunnel syndrome,https://www.mayoclinic.org/diseases-conditions/carpal-tunnel-syndrome/symptoms-causes/syc-20355603
C,Castleman disease,https://www.mayoclinic.org/diseases-conditions/castleman-disease/symptoms-causes/syc-20543017
C,Cataracts,https://www.mayoclinic.org/diseases-conditions/cataracts/symptoms-causes/syc-20353790
C,Cavernous malformations,https://www.mayoclinic.org/diseases-conditions/cavernous-malformations/symptoms-causes/syc-20360941
C,Cavities and tooth decay,https://www.mayoclinic.org/diseases-conditions/cavities/symptoms-causes/syc-20352892
C,Celiac disease,https://www.mayoclinic.org/diseases-conditions/celiac-disease/symptoms-causes/syc-20352220
C,Cellulite,https://www.mayoclinic.org/diseases-conditions/cellulite/symptoms-causes/syc-20354945
C,Cellulitis,https://www.mayoclinic.org/diseases-conditions/cellulitis/symptoms-causes/syc-20370762
C,Central nervous system vascular malformations,https://www.mayoclinic.org/diseases-conditions/central-nervous-system-vascular-malformations/symptoms-causes/syc-20356113
C,Central sleep apnea,https://www.mayoclinic.org/diseases-conditions/central-sleep-apnea/symptoms-causes/syc-20352109
C,Cerebral palsy,https://www.mayoclinic.org/diseases-conditions/cerebral-palsy/symptoms-causes/syc-20353999
C,Cervical cancer,https://www.mayoclinic.org/diseases-conditions/cervical-cancer/symptoms-causes/syc-20352501
C,Cervical dystonia,https://www.mayoclinic.org/diseases-conditions/cervical-dystonia/symptoms-causes/syc-20354123
C,Cervical spondylosis,https://www.mayoclinic.org/diseases-conditions/cervical-spondylosis/symptoms-causes/syc-20370787
C,Cervicitis,https://www.mayoclinic.org/diseases-conditions/cervicitis/symptoms-causes/syc-20370814
C,Chagas disease,https://www.mayoclinic.org/diseases-conditions/chagas-disease/symptoms-causes/syc-20356212
C,Charcot-Marie-Tooth disease,https://www.mayoclinic.org/diseases-conditions/charcot-marie-tooth-disease/symptoms-causes/syc-20350517
C,Chemo brain,https://www.mayoclinic.org/diseases-conditions/chemo-brain/symptoms-causes/syc-20351060
C,Chest pain,https://www.mayoclinic.org/diseases-conditions/chest-pain/symptoms-causes/syc-20370838
C,Chiari malformation,https://www.mayoclinic.org/diseases-conditions/chiari-malformation/symptoms-causes/syc-20354010
C,Chickenpox,https://www.mayoclinic.org/diseases-conditions/chickenpox/symptoms-causes/syc-20351282
C,Chilblains,https://www.mayoclinic.org/diseases-conditions/chilblains/symptoms-causes/syc-20351097
C,Child abuse,https://www.mayoclinic.org/diseases-conditions/child-abuse/symptoms-causes/syc-20370864
C,Childhood apraxia of speech,https://www.mayoclinic.org/diseases-conditions/childhood-apraxia-of-speech/symptoms-causes/syc-20352045
C,Childhood asthma,https://www.mayoclinic.org/diseases-conditions/childhood-asthma/symptoms-causes/syc-20351507
C,Childhood obesity,https://www.mayoclinic.org/diseases-conditions/childhood-obesity/symptoms-causes/syc-20354827
C,Childhood schizophrenia,https://www.mayoclinic.org/diseases-conditions/childhood-schizophrenia/symptoms-causes/syc-20354483
C,Chlamydia trachomatis,https://www.mayoclinic.org/diseases-conditions/chlamydia/symptoms-causes/syc-20355349
C,Cholangiocarcinoma (bile duct cancer),https://www.mayoclinic.org/diseases-conditions/cholangiocarcinoma/symptoms-causes/syc-20352408
C,Cholecystitis,https://www.mayoclinic.org/diseases-conditions/cholecystitis/symptoms-causes/syc-20364867
C,Cholera,https://www.mayoclinic.org/diseases-conditions/cholera/symptoms-causes/syc-20355287
C,Cholestasis of pregnancy,https://www.mayoclinic.org/diseases-conditions/cholestasis-of-pregnancy/symptoms-causes/syc-20363257
C,Chondrosarcoma,https://www.mayoclinic.org/diseases-conditions/chondrosarcoma/symptoms-causes/syc-20354196
C,Chordoma,https://www.mayoclinic.org/diseases-conditions/chordoma/symptoms-causes/syc-20580258
C,Choroid plexus carcinoma,https://www.mayoclinic.org/diseases-conditions/choroid-plexus-carcinoma/symptoms-causes/syc-20578760
C,Chronic cough,https://www.mayoclinic.org/diseases-conditions/chronic-cough/symptoms-causes/syc-20351575
C,Chronic daily headaches,https://www.mayoclinic.org/diseases-conditions/chronic-daily-headaches/symptoms-causes/syc-20370891
C,Chronic exertional compartment syndrome,https://www.mayoclinic.org/diseases-conditions/chronic-exertional-compartment-syndrome/symptoms-causes/syc-20350830
C,Chronic granulomatous disease,https://www.mayoclinic.org/diseases-conditions/chronic-granulomatous-disease/symptoms-causes/syc-20355817
C,Chronic hives,https://www.mayoclinic.org/diseases-conditions/chronic-hives/symptoms-causes/syc-20352719
C,Chronic kidney disease,https://www.mayoclinic.org/diseases-conditions/chronic-kidney-disease/symptoms-causes/syc-20354521
C,Chronic lymphocytic leukemia,https://www.mayoclinic.org/diseases-conditions/chronic-lymphocytic-leukemia/symptoms-causes/syc-20352428
C,Chronic myelogenous leukemia,https://www.mayoclinic.org/diseases-conditions/chronic-myelogenous-leukemia/symptoms-causes/syc-20352417
C,Chronic pelvic pain,https://www.mayoclinic.org/diseases-conditions/chronic-pelvic-pain/symptoms-causes/syc-20354368
C,Chronic sinusitis,https://www.mayoclinic.org/diseases-conditions/chronic-sinusitis/symptoms-causes/syc-20351661
C,Chronic traumatic encephalopathy,https://www.mayoclinic.org/diseases-conditions/chronic-traumatic-encephalopathy/symptoms-causes/syc-20370921
C,Churg-Strauss syndrome,https://www.mayoclinic.org/diseases-conditions/churg-strauss-syndrome/symptoms-causes/syc-20353760
C,Cirrhosis,https://www.mayoclinic.org/diseases-conditions/cirrhosis/symptoms-causes/syc-20351487
C,Claudication,https://www.mayoclinic.org/diseases-conditions/claudication/symptoms-causes/syc-20370952
C,Cleft lip and cleft palate,https://www.mayoclinic.org/diseases-conditions/cleft-palate/symptoms-causes/syc-20370985
C,Clubfoot,https://www.mayoclinic.org/diseases-conditions/clubfoot/symptoms-causes/syc-20350860
C,Cluster headache,https://www.mayoclinic.org/diseases-conditions/cluster-headache/symptoms-causes/syc-20352080
C,Coarctation of the aorta,https://www.mayoclinic.org/diseases-conditions/coarctation-of-the-aorta/symptoms-causes/syc-20352529
C,Cold sore,https://www.mayoclinic.org/diseases-conditions/cold-sore/symptoms-causes/syc-20371017
C,Cold urticaria,https://www.mayoclinic.org/diseases-conditions/cold-urticaria/symptoms-causes/syc-20371046
C,Colic,https://www.mayoclinic.org/diseases-conditions/colic/symptoms-causes/syc-20371074
C,Colon cancer,https://www.mayoclinic.org/diseases-conditions/colon-cancer/symptoms-causes/syc-20353669
C,Colon polyps,https://www.mayoclinic.org/diseases-conditions/colon-polyps/symptoms-causes/syc-20352875
C,Color blindness,https://www.mayoclinic.org/diseases-conditions/color-blindness/symptoms-causes/syc-20354988
