Letter,Disease Name,URL,Symptoms,IsRare
A,Actinic keratosis,https://www.mayoclinic.org/diseases-conditions/actinic-keratosis/symptoms-causes/syc-20354969,"['Actinic keratoses vary in appearance. Symptoms include:', 'Rough, dry or scaly patch of skin, usually less than 1 inch (2.5 centimeters) in diameter', 'Flat to slightly raised patch or bump on the top layer of skin', 'In some cases, a hard, wartlike surface', 'Color variations, including pink, red or brown', 'Itching, burning, bleeding or crusting', 'New patches or bumps on sun-exposed areas of the head, neck, hands and forearms']",0
A,Acute coronary syndrome,https://www.mayoclinic.org/diseases-conditions/acute-coronary-syndrome/symptoms-causes/syc-20352136,[],0
A,Acute flaccid myelitis (AFM),https://www.mayoclinic.org/diseases-conditions/acute-flaccid-myelitis/symptoms-causes/syc-20493046,"['The most common signs and symptoms of acute flaccid myelitis include:', 'Sudden arm or leg weakness', 'Sudden loss of muscle tone', 'Sudden loss of reflexes', 'Other possible signs and symptoms include:', 'Difficulty moving the eyes or drooping eyelids', 'Facial droop or weakness', 'Difficulty with swallowing or slurred speech', 'Pain in the arms, legs, neck or back', 'Uncommon symptoms might include:', 'Numbness or tingling', 'Inability to pass urine', ""Severe symptoms involve respiratory failure, due to the muscles involved in breathing becoming weak. It's also possible to experience life-threatening body temperature changes and blood pressure instability.""]",1
A,Acute kidney injury,https://www.mayoclinic.org/diseases-conditions/kidney-failure/symptoms-causes/syc-20369048,"['Symptoms of acute kidney injury may include:', 'Less urine output.', 'Fluid buildup, which can cause shortness of breath and swelling in the legs, ankles or feet.', 'Tiredness.', 'Confusion or fogginess.', 'Nausea.', 'Pain in the belly or in the side below the rib cage.', 'Weakness.', 'Irregular heartbeat.', 'Itching.', 'Loss of appetite.', 'Chest pain or pressure.', 'Seizures or coma in severe cases.', 'Sometimes acute kidney injury causes no symptoms. Then it may be found through lab tests done for something else.', 'See your healthcare professional right away or seek emergency care if you have symptoms of acute kidney injury.', 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",0
A,Acute liver failure,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863,"['Symptoms of acute liver failure may include:', 'Yellowing of the skin and eyeballs, called jaundice.', 'Pain in the upper right belly area, called the abdomen.', 'A swollen belly, known as ascites.', 'Nausea and vomiting.', 'A general sense of feeling unwell, known as malaise.', 'Disorientation or confusion.', 'Sleepiness.', 'Breath with a musty or sweet odor.', 'Tremors.', 'Acute liver failure can develop quickly in an otherwise healthy person, and it is life-threatening. If you or someone you know suddenly develops a yellowing of the eyes or skin; tenderness in the upper belly; or any unusual changes in mental state, personality or behavior, seek medical attention right away.', 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",0
A,Acute lymphocytic leukemia,https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077,"['Signs and symptoms of acute lymphocytic leukemia may include:', 'Bleeding from the gums', 'Bone pain', 'Fever', 'Frequent infections', 'Frequent or severe nosebleeds', 'Lumps caused by swollen lymph nodes in and around the neck, armpits, abdomen or groin', 'Pale skin', 'Shortness of breath', 'Weakness, fatigue or a general decrease in energy', ""Make an appointment with your doctor or your child's doctor if you notice any persistent signs and symptoms that concern you."", ""Many signs and symptoms of acute lymphocytic leukemia mimic those of the flu. However, flu signs and symptoms eventually improve. If signs and symptoms don't improve as expected, make an appointment with your doctor.""]",0
A,Acute myelogenous leukemia,https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109,"['Symptoms of acute myelogenous leukemia may include:', 'Fever.', 'Pain. Common places for pain include the bones, back and stomach.', 'Feeling very tired.', 'Paleness or change in skin color.', 'Frequent infections.', 'Easy bruising.', 'Bleeding with no clear cause, such as in the nose or gums.', 'Shortness of breath.', 'Make an appointment with your healthcare professional if you have ongoing symptoms that worry you. Acute myelogenous leukemia symptoms are like those of many more-common conditions, such as infections. The healthcare professional may check for those causes first.']",0
A,Acute sinusitis,https://www.mayoclinic.org/diseases-conditions/acute-sinusitis/symptoms-causes/syc-20351671,"['Acute sinusitis symptoms often include:', 'Thick, yellow or greenish mucus from the nose, known as a runny nose, or down the back of the throat, known as postnasal drip.', 'Blocked or stuffy nose, known as congestion. This makes it hard to breathe through the nose.', 'Pain, tenderness, swelling and pressure around the eyes, cheeks, nose or forehead that gets worse when bending over.', 'Other signs and symptoms include:', 'Ear pressure.', 'Headache.', 'Aching in the teeth.', 'Changed sense of smell.', 'Cough.', 'Bad breath.', 'Tiredness.', 'Fever.', ""Most people with acute sinusitis don't need to see a health care provider."", 'Contact your health care providerif you have any of the following:', 'Symptoms that last more than a week.', 'Symptoms that get worse after seeming to get better.', 'A fever that lasts.', 'A history of repeated or chronic sinusitis.', 'See a health care provider immediatelyif you have symptoms that might mean a serious infection:', 'Pain, swelling or redness around the eyes.', 'High fever.', 'Confusion.', 'Double vision or other vision changes.', 'Stiff neck.', 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",0
A,Addison's disease,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293,"[""Addison's disease symptoms usually happen slowly, often over months. The disease may happen so slowly that people who have it might ignore the symptoms at first. Physical stress such as an illness or injury can make symptoms get worse fast."", ""Early symptoms of Addison's disease can affect you in various ways. Some early symptoms can cause discomfort or loss of energy, including:"", 'Extreme tiredness, also called fatigue.', 'Dizziness or fainting when standing after sitting or lying down. This is due to a type of low blood pressure called postural hypotension.', 'Sweating due to low blood sugar, also called hypoglycemia.', 'Upset stomach, diarrhea or vomiting.', 'Pain in the stomach area, also called the abdomen.', 'Muscle cramps, weakness, widespread pain or joint pain.', 'Other early symptoms can cause changes in how you look, such as:', 'Body hair loss.', 'Areas of darkened skin, especially on scars and moles. These changes may be harder to see on Black or brown skin.', 'Weight loss due to less hunger.', ""Early Addison's disease symptoms also can affect emotions, mental health and desires. These symptoms include:"", 'Depression.', 'Irritable mood.', 'Lower sex drive in women.', 'Salt craving.', ""Sometimes the symptoms of Addison's disease become worse fast. If this happens, it's an emergency known as an adrenal crisis. You also may hear it called an addisonian crisis or acute adrenal failure. Call 911 or your local emergency number if you have Addison's disease with any the following symptoms:"", 'Serious weakness.', 'Sudden, terrible pain in the lower back, stomach area or legs.', 'Severe upset stomach, vomiting or diarrhea.', 'Extreme loss of body water, also called dehydration.', 'Fever.', 'Confusion or much less awareness of the surroundings.', 'Loss of consciousness.', 'Low blood pressure and fainting.', 'Without fast treatment, an adrenal crisis can lead to death.', ""See a healthcare professional if you have common symptoms of Addison's disease, such as:"", 'Long-lasting fatigue.', 'Muscle weakness.', 'Loss of appetite.', 'Darkened areas of skin.', ""Weight loss that doesn't happen on purpose."", 'Serious upset stomach, vomiting or stomach pain.', 'Lightheadedness or fainting with standing.', 'Salt cravings.', 'Get emergency care right away if you have any symptoms of an adrenal crisis.', ""Salt craving: A symptom of Addison's disease?"", 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",1
A,Adenomyosis,https://www.mayoclinic.org/diseases-conditions/adenomyosis/symptoms-causes/syc-20369138,"['Sometimes, adenomyosis causes no signs or symptoms or only mild discomfort. However, adenomyosis can cause:', 'Heavy or prolonged menstrual bleeding', 'Severe cramping or sharp, knifelike pelvic pain during menstruation (dysmenorrhea)', 'Chronic pelvic pain', 'Painful intercourse (dyspareunia)', 'Your uterus might get bigger. Although you might not know if your uterus is bigger, you may notice tenderness or pressure in your lower abdomen.']",0
A,Adjustment disorders,https://www.mayoclinic.org/diseases-conditions/adjustment-disorders/symptoms-causes/syc-20355224,"['Symptoms depend on the type of adjustment disorder. These symptoms can vary from person to person. You experience more stress than would generally be expected in response to a trying event, and this stress causes a lot of problems in your life.', 'Adjustment disorders affect how you feel and think about yourself and the world. They also may affect your actions or behavior.', 'Some examples include:', 'Feeling sad, hopeless or not enjoying things you used to enjoy.', 'Crying often.', 'Worrying, or feeling anxious, nervous, jittery or stressed out.', ""Feeling irritable or like you can't handle anything and don't know where to start."", 'Having trouble sleeping.', 'Not eating enough.', 'Having difficulty concentrating.', 'Having difficulty with daily activities.', 'Withdrawing from family and friends who support you socially.', 'Not doing important things, such as going to work or paying bills.', 'Thinking about suicide or acting on those thoughts.', 'Symptoms of an adjustment disorder start within three months of a stressful event. These symptoms last no longer than six months after the end of the stressful event. But constant or lasting adjustment disorders can continue for more than six months. This is especially true if the stressful event is ongoing, such as being unemployed.', 'Stressors are usually temporary. You learn to cope with them over time. Symptoms of adjustment disorder usually get better when the stress eases. But sometimes the stressful event continues to be a part of your life. Or a new stressful situation comes up, and you face the same emotional struggles all over again.', ""Talk to your doctor or a mental health professional if you continue to struggle or if you're having trouble getting through each day. You can get treatment to help you cope better with stressful events and feel better about life again."", ""If you have concerns about your child's behavior, talk with your child's doctor."", ""The risk of suicide can be higher in people who have adjustment disorders. If you're thinking about suicide, contact a hotline for counseling:"", ""In the U.S., call or text 988 to reach the988 Suicide & Crisis Lifeline. It's available 24 hours a day, every day. Or use theLifeline Chat. Services are free and private."", 'U.S. veterans or service members who are in crisis can call 988 and then press ""1"" for theVeterans Crisis Line. Or text 838255. Orchat online.', 'The Suicide & Crisis Lifeline in the U.S. has a Spanish-language phone line at1-888-628-9454(toll-free).']",0
A,Adnexal tumors and masses,https://www.mayoclinic.org/diseases-conditions/adnexal-tumors/symptoms-causes/syc-20355053,"[""Many adnexal tumors and masses don't cause symptoms. They're often found during a medical exam that's done for another reason."", 'When adnexal tumors and masses cause symptoms, the symptoms may include:', 'Pain, including pain in the pelvis or belly, painful period cramps that are worse than usual, and painful sex.', 'A feeling of fullness or pressure in the pelvis or belly, or feeling full quickly when eating.', 'Nausea and vomiting.', 'Constipation or bloating.', 'Urinating a lot or having trouble urinating.', 'Bleeding from the vagina that is out of the ordinary.', 'Fever.', 'Make an appointment with a doctor or other healthcare professional if you have any symptoms that worry you.', 'If you have any of the following symptoms, get emergency medical care right away:', 'Terrible pelvic or belly pain.', 'Pelvic or belly pain that starts quickly.', 'Bleeding from the vagina during the first three months of pregnancy.']",0
A,Adrenal cancer,https://www.mayoclinic.org/diseases-conditions/adrenal-cancer/symptoms-causes/syc-20351026,"['Signs and symptoms of adrenal cancer may include:', 'Back pain.', 'Belly pain.', 'Losing weight without trying.', 'Loss of appetite.', 'Many people who have adrenal cancer develop hormone changes in the body. These changes can happen if the cancer cells make extra hormones. Most often, the adrenal cancer makes the hormone cortisol. This can cause symptoms of Cushing syndrome, including:', 'Weight gain.', 'Muscle weakness.', 'Pink or purple stretch marks on the skin.', 'Bruises that happen even with a small injury.', 'High blood pressure.', 'High blood sugar or diabetes.', ""Less often, an adrenal cancer might make the sex hormones estrogen and testosterone. In females, changes in the sex hormones can cause extra facial hair, hair loss on the head and periods that aren't regular. In males, these hormone changes may cause the testicles to shrink and breast tissue to get bigger."", 'Rarely, adrenal cancer may make the hormone aldosterone. That can cause high blood pressure and low levels of potassium in the blood.', 'Make an appointment with a healthcare professional if you have any symptoms that worry you.']",1
A,Adrenoleukodystrophy,https://www.mayoclinic.org/diseases-conditions/adrenoleukodystrophy/symptoms-causes/syc-20369157,[],0
A,Adult attention-deficit/hyperactivity disorder (ADHD),https://www.mayoclinic.org/diseases-conditions/adult-adhd/symptoms-causes/syc-20350878,"['Some people withADHDhave fewer symptoms as they age, but some adults continue to have major symptoms that interfere with daily functioning. In adults, the main features ofADHDmay include difficulty paying attention, impulsiveness and restlessness. Symptoms can range from mild to severe.', ""Many adults withADHDaren't aware they have it — they just know that everyday tasks can be a challenge. Adults withADHDmay find it difficult to focus and prioritize, leading to missed deadlines and forgotten meetings or social plans. The inability to control impulses can range from impatience waiting in line or driving in traffic to mood swings and outbursts of anger."", 'AdultADHDsymptoms may include:', 'Impulsiveness', 'Disorganization and problems prioritizing', 'Poor time management skills', 'Problems focusing on a task', 'Trouble multitasking', 'Excessive activity or restlessness', 'Poor planning', 'Low frustration tolerance', 'Frequent mood swings', 'Problems following through and completing tasks', 'Hot temper', 'Trouble coping with stress', ""Almost everyone has some symptoms similar toADHDat some point in their lives. If your difficulties are recent or occurred only occasionally in the past, you probably don't haveADHD.ADHDis diagnosed only when symptoms are severe enough to cause ongoing problems in more than one area of your life. These persistent and disruptive symptoms can be traced back to early childhood."", 'Diagnosis ofADHDin adults can be difficult because certainADHDsymptoms are similar to those caused by other conditions, such as anxiety or mood disorders. And many adults withADHDalso have at least one other mental health condition, such as depression or anxiety.', 'If any of the symptoms listed above continually disrupt your life, talk to your doctor about whether you might haveADHD.', 'Different types of health care professionals may diagnose and supervise treatment forADHD. Seek a provider who has training and experience in caring for adults withADHD.', 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",0
A,Adult Still disease,https://www.mayoclinic.org/diseases-conditions/adult-stills-disease/symptoms-causes/syc-20351907,"['Most people with adult Still disease have a combination of the following symptoms:', 'Fever.Fever may rise to at least 102 degrees Fahrenheit (38.9 degrees Celsius). The fever may spike once or twice a day for a week or longer.', 'Rash.A rash might come and go with the fever. The rash usually appears on the trunk, arms or legs.', 'Sore throat.This is one of the first symptoms of adult Still disease. The lymph nodes in the neck might be swollen and tender.', 'Achy and swollen joints.Joints — especially in the knees and wrists— might be stiff, painful and inflamed. Ankles, elbows, hands and shoulders also might ache. The joint discomfort usually lasts at least two weeks.', 'Muscle pain.Muscular pain usually comes and goes with the fever. The pain can be severe enough to disrupt daily activities.', 'Symptoms of this disorder can differ from person to person. They can mimic those of other conditions, including lupus and a type of cancer called lymphoma.', 'If you have a high fever, rash and achy joints, see your health care provider. Also, if you have adult Still disease and develop a cough, difficulty breathing, chest pain or any other symptoms that are not usual, call your health care provider.']",1
A,Age spots (liver spots),https://www.mayoclinic.org/diseases-conditions/age-spots/symptoms-causes/syc-20355859,"[""Age spots may affect people of all skin types, but they're more common in adults with skin that sunburns easily. Unlike freckles, which are common in children and fade with no sun exposure, age spots don't fade."", ""Age spots may grow in size and group together, giving the skin a speckled or mottled appearance. They're very common in areas that get repeated sun exposure, such as on the back of the hand."", 'Age spots:', 'Are flat, oval areas of increased pigmentation.', 'Are usually tan to dark brown.', 'Occur on skin that has had the most sun exposure over the years, such as the backs of hands, tops of feet, face, shoulders and upper back.', 'Range from freckle size to about 1/2 inch (13 millimeters) across.', 'Can group together, making them more noticeable.']",0
A,Agoraphobia,https://www.mayoclinic.org/diseases-conditions/agoraphobia/symptoms-causes/syc-20355987,"['Typical agoraphobia symptoms include fear of:', 'Leaving home alone.', 'Crowds or waiting in line.', 'Enclosed spaces, such as movie theaters, elevators or small stores.', 'Open spaces, such as parking lots, bridges or malls.', 'Using public transportation, such as a bus, plane or train.', ""These situations cause anxiety because you fear you won't be able to escape or find help if you start to feel panicked. Or you may fear having other disabling or embarrassing symptoms, such as dizziness, fainting, falling or diarrhea."", 'In addition:', 'Your fear or anxiety is out of proportion to the actual danger of the situation.', 'You avoid the situation, you need a companion to go with you, or you endure the situation but are extremely upset.', 'You have major distress or problems with social situations, work or other areas in your life because of the fear, anxiety or avoidance.', 'Your fear and avoidance usually lasts six months or longer.', ""Some people have panic disorder in addition to agoraphobia. Panic disorder is a type of anxiety disorder that includes panic attacks. A panic attack is a sudden feeling of extreme fear that reaches a peak within a few minutes and triggers a variety of intense physical symptoms. You might think that you're totally losing control, having a heart attack or even dying."", 'Fear of another panic attack can lead to avoiding similar situations or the place where it happened in an attempt to prevent future panic attacks.', 'Symptoms of a panic attack can include:', 'Rapid heart rate.', 'Trouble breathing or a feeling of choking.', 'Chest pain or pressure.', 'Lightheadedness or dizziness.', 'Feeling shaky, numb or tingling.', 'Sweating too much.', 'Sudden flushing or chills.', 'Upset stomach or diarrhea.', 'Feeling a loss of control.', 'Fear of dying.', 'Agoraphobia can severely limit your ability to socialize, work, attend important events and even manage the details of daily life, such as running errands.', ""Don't let agoraphobia make your world smaller. Call your health care provider or a mental health professional if you have symptoms of agoraphobia or panic attacks."", 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",0
A,Airplane ear,https://www.mayoclinic.org/diseases-conditions/airplane-ear/symptoms-causes/syc-20351701,"['Airplane ear can happen in one or both ears. Common symptoms of airplane ear include:', 'Discomfort in the ear.', 'Feeling of fullness or stuffiness in the ear.', 'Muffled hearing or some hearing loss.', 'Symptoms of severe airplane ear might include:', 'Severe pain.', 'Increased pressure in the ear.', 'Worse hearing loss.', 'Ringing in the ear, called tinnitus.', 'Feeling of spinning, called vertigo.', 'Bleeding from the ear.']",0
