Letter,Disease Name,URL,Symptoms
A,Angiosarcoma,https://www.mayoclinic.org/diseases-conditions/angiosarcoma/symptoms-causes/syc-20350244,A raised area of skin that looks like a bruise A bruise-like lesion that grows larger over time A lesion that may bleed when scratched or bumped Swelling in the skin around the lesion
A,Ankylosing spondylitis,https://www.mayoclinic.org/diseases-conditions/ankylosing-spondylitis/symptoms-causes/syc-20354808,"The joint between the base of the spine and the pelvis. The vertebrae in the lower back. The places where tendons and ligaments attach to bones, mainly in the spine, but sometimes along the back of the heel. The cartilage between the breastbone and the ribs. The hip and shoulder joints."
A,Anorexia nervosa,https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591,"Extreme weight loss or not making expected weight gains based on age. Being very tired and weak. Dizziness or fainting. Having a hard time passing stool and having stomach pain. Not able to stand the cold, or feeling cold when others feel fine. Swelling of the arms or legs. Wearing away of the teeth and calluses on your knuckles from causing yourself to vomit. Stomachaches. Never feeling hungry or feeling hungry and getting full right away after eating a very small portion. Having a hard time concentrating or focusing. Low mood. Increased anxiety. Stress fractures or reduced bone mass."
A,Anorgasmia in women,https://www.mayoclinic.org/diseases-conditions/anorgasmia/symptoms-causes/syc-20369422,Delayed orgasm. Absence of orgasm. Fewer orgasms. Less-intense orgasms.
A,Anterior vaginal prolapse (cystocele),https://www.mayoclinic.org/diseases-conditions/cystocele/symptoms-causes/syc-20369452,"A feeling of fullness or pressure in the pelvis and vagina. A bulge of tissue in the vagina that you can see or feel. More pelvic pressure when you strain, cough, bear down or lift objects. Problems urinating. These may include having trouble starting a urine stream, feeling that the bladder isn't empty after urinating, feeling a need to urinate often or leaking urine, also called urinary incontinence."
A,Anthrax,https://www.mayoclinic.org/diseases-conditions/anthrax/symptoms-causes/syc-20356203,"A raised, itchy bump resembling an insect bite that quickly develops into a painless sore with a black center Swelling in the sore and nearby lymph glands Sometimes, flu-like symptoms including fever and headache"
A,Antibiotic-associated diarrhea,https://www.mayoclinic.org/diseases-conditions/antibiotic-associated-diarrhea/symptoms-causes/syc-20352231,Loose stools More-frequent bowel movements
A,Antiphospholipid syndrome,https://www.mayoclinic.org/diseases-conditions/antiphospholipid-syndrome/symptoms-causes/syc-20355831,"Blood clots in legs (DVT). Signs of a deep vein thrombosis (DVT) include pain, swelling and redness. These clots can travel to the lungs (pulmonary embolism). Repeated miscarriages or stillbirths. Other complications of pregnancy include dangerously high blood pressure (preeclampsia) and premature delivery. Stroke. A stroke can occur in a young person who has antiphospholipid syndrome but no known risk factors for cardiovascular diseases. Transient ischemic attack (TIA). Similar to a stroke, a transient ischemic attack (TIA) usually lasts only a few minutes and causes no permanent damage. Rash. Some people develop a red rash with a lacy, net-like pattern."
A,Antisocial personality disorder,https://www.mayoclinic.org/diseases-conditions/antisocial-personality-disorder/symptoms-causes/syc-20353928,"Ignoring right and wrong. Telling lies to take advantage of others. Not being sensitive to or respectful of others. Using charm or wit to manipulate others for personal gain or pleasure. Having a sense of superiority and being extremely opinionated. Having problems with the law, including criminal behavior. Being hostile, aggressive, violent or threatening to others. Feeling no guilt about harming others. Doing dangerous things with no regard for the safety of self or others. Being irresponsible and failing to fulfill work or financial responsibilities."
A,Anxiety disorders,https://www.mayoclinic.org/diseases-conditions/anxiety/symptoms-causes/syc-20350961,"Feeling nervous, restless or tense. Having a sense of impending danger, panic or doom. Having an increased heart rate. Breathing rapidly (hyperventilation). Sweating. Trembling. Feeling weak or tired. Trouble concentrating or thinking about anything other than the present worry. Having trouble sleeping. Having an upset stomach or other problems with digestion. Having difficulty controlling worry. Having the urge to avoid things that trigger anxiety."
A,Aortic aneurysm,https://www.mayoclinic.org/diseases-conditions/aortic-aneurysm/symptoms-causes/syc-20369472,
A,Aortic dissection,https://www.mayoclinic.org/diseases-conditions/aortic-dissection/symptoms-causes/syc-20369496,"Sudden severe chest or upper back pain, often described as a tearing or ripping sensation, that spreads to the neck or down the back Sudden severe stomach pain Loss of consciousness Shortness of breath Symptoms similar to those of a stroke, including sudden vision problems, difficulty speaking, and weakness or loss of movement (paralysis) on one side of your body Weak pulse in one arm or thigh compared with the other Leg pain Difficulty walking"
A,Aortic valve disease,https://www.mayoclinic.org/diseases-conditions/aortic-valve-disease/symptoms-causes/syc-20355117,"Chest pain or tightness. Dizziness. Fainting. Fatigue after activity or having less ability to be active. Irregular heartbeat. Shortness of breath, particularly during vigorous activity or when lying down. Not eating enough. This is mainly seen in children with aortic valve stenosis. Not gaining enough weight. This is mainly seen in children with aortic valve stenosis."
A,Aortic valve regurgitation,https://www.mayoclinic.org/diseases-conditions/aortic-valve-regurgitation/symptoms-causes/syc-20353129,"Shortness of breath with exercise or when lying down. Tiredness and weakness, especially when being more active than usual. Irregular heartbeat. Lightheadedness or fainting. Pain, discomfort or tightness in the chest, which often gets worse during exercise. Sensations of a rapid, fluttering heartbeat, called palpitations. Swollen ankles and feet."
A,Aortic valve stenosis,https://www.mayoclinic.org/diseases-conditions/aortic-stenosis/symptoms-causes/syc-20353139,"Chest pain or tightness with activity. Feeling faint or dizzy or fainting with activity. Shortness of breath, especially with activity. Fatigue, especially during times of increased activity. Rapid, fluttering heartbeat."
A,Aphasia,https://www.mayoclinic.org/diseases-conditions/aphasia/symptoms-causes/syc-20369518,Speak in short or incomplete sentences Speak in sentences that don't make sense Substitute one word for another or one sound for another Speak unrecognizable words Have difficulty finding words Not understand other people's conversation Not understand what they read Write sentences that don't make sense
A,Aplastic anemia,https://www.mayoclinic.org/diseases-conditions/aplastic-anemia/symptoms-causes/syc-20355015,Fatigue. Shortness of breath. Rapid or irregular heart rate. Frequent or prolonged infections. Unexplained or easy bruising. Nosebleeds and bleeding gums. Prolonged bleeding from cuts. Pale skin. Skin rash. Fever.
A,Appendicitis,https://www.mayoclinic.org/diseases-conditions/appendicitis/symptoms-causes/syc-20369543,"Sudden pain that begins on the right side of the lower belly. Sudden pain that begins around the belly button and often shifts to the lower right belly. Pain that worsens with coughing, walking or making other jarring movements. Nausea and vomiting. Loss of appetite. Low-grade fever that may rise as the illness worsens. Constipation or diarrhea. Belly bloating. Gas."
A,ARDS,https://www.mayoclinic.org/diseases-conditions/ards/symptoms-causes/syc-20355576,Severe shortness of breath. Labored and rapid breathing that is not usual. Cough. Chest discomfort. Fast heart rate. Confusion and extreme tiredness.
A,Arteriosclerosis / atherosclerosis,https://www.mayoclinic.org/diseases-conditions/arteriosclerosis-atherosclerosis/symptoms-causes/syc-20350569,"In your heart arteries, you may have chest pain or pressure, called angina. In the arteries leading to your brain, you may have sudden numbness or weakness in your arms or legs, trouble speaking, slurred speech, sudden or temporary loss of vision in one eye, or drooping muscles in your face. These are symptoms of a transient ischemic attack (TIA). Untreated, a TIA can lead to a stroke. In the arteries in your arms and legs, you may have leg pain when walking, called claudication. This is a symptom of peripheral artery disease (PAD). You also might have lower blood pressure in the affected arm or leg. In the arteries leading to your kidneys, you may get high blood pressure or kidney failure."
A,Arteriovenous fistula,https://www.mayoclinic.org/diseases-conditions/arteriovenous-fistula/symptoms-causes/syc-20369567,"Purplish, bulging veins seen through the skin, similar to varicose veins Swelling in the arms or legs Decreased blood pressure Fatigue Heart failure"
A,Arteriovenous malformation,https://www.mayoclinic.org/diseases-conditions/arteriovenous-malformation/symptoms-causes/syc-20350544,Trouble with thinking that gets worse over time. Headaches. Nausea and vomiting. Seizures. Loss of consciousness.
A,Arthritis,https://www.mayoclinic.org/diseases-conditions/arthritis/symptoms-causes/syc-20350772,Pain Stiffness Swelling Redness Decreased range of motion
A,Asbestosis,https://www.mayoclinic.org/diseases-conditions/asbestosis/symptoms-causes/syc-20354637,"Shortness of breath A persistent, dry cough Chest tightness or pain Dry and crackling sounds in your lungs when you inhale Fingertips and toes that appear wider and rounder than usual (clubbing)"
A,Ascariasis,https://www.mayoclinic.org/diseases-conditions/ascariasis/symptoms-causes/syc-20369593,Dry cough that may bring up blood. Shortness of breath. Wheezing.
A,Aspergillosis,https://www.mayoclinic.org/diseases-conditions/aspergillosis/symptoms-causes/syc-20369619,Fever A cough that may bring up blood or plugs of mucus Worsening asthma
A,Asthma,https://www.mayoclinic.org/diseases-conditions/asthma/symptoms-causes/syc-20369653,"Shortness of breath Chest tightness or pain Wheezing when exhaling, which is a common sign of asthma in children Trouble sleeping caused by shortness of breath, coughing or wheezing Coughing or wheezing attacks that are worsened by a respiratory virus, such as a cold or the flu"
A,Asthma attack,https://www.mayoclinic.org/diseases-conditions/asthma-attack/symptoms-causes/syc-20354268,Shortness of breath. Chest tightness or pain. Coughing. Wheezing.
A,Astigmatism,https://www.mayoclinic.org/diseases-conditions/astigmatism/symptoms-causes/syc-20353835,Blurred or distorted vision Eyestrain or discomfort Headaches Difficulty with night vision Squinting
A,Astrocytoma,https://www.mayoclinic.org/diseases-conditions/astrocytoma/symptoms-causes/syc-20576675,"Seizures, which might cause loss of consciousness or changes in behavior, such as staring off into space. Headaches. Nausea and vomiting. Personality changes. Problems speaking. Feeling very tired or weak."
A,Ataxia,https://www.mayoclinic.org/diseases-conditions/ataxia/symptoms-causes/syc-20355652,"Poor coordination. Walking unsteadily or with the feet set wide apart. Poor balance. Trouble with fine motor tasks such as eating, writing or buttoning a shirt. Changes in speech. Back-and-forth eye movements that can't be controlled. Trouble swallowing."
A,Atelectasis,https://www.mayoclinic.org/diseases-conditions/atelectasis/symptoms-causes/syc-20369684,"Having a hard time breathing. Rapid, weak breathing. Wheezing. Coughing."
A,Athlete's foot,https://www.mayoclinic.org/diseases-conditions/athletes-foot/symptoms-causes/syc-20353841,"Scaly, peeling or cracked skin between the toes Itchiness, especially right after taking off shoes and socks Inflamed skin that might appear reddish, purplish or grayish, depending on your skin color Burning or stinging Blisters Dry, scaly skin on the bottom of the foot that extends up the side"
A,Atopic dermatitis (eczema),https://www.mayoclinic.org/diseases-conditions/atopic-dermatitis-eczema/symptoms-causes/syc-20353273,"Dry, cracked skin Itchiness (pruritus) Rash on swollen skin that varies in color depending on your skin color Small, raised bumps, on brown or Black skin Oozing and crusting Thickened skin Darkening of the skin around the eyes Raw, sensitive skin from scratching"
A,Atrial fibrillation,https://www.mayoclinic.org/diseases-conditions/atrial-fibrillation/symptoms-causes/syc-20350624,"Feelings of a fast, fluttering or pounding heartbeat, called palpitations. Chest pain. Dizziness. Fatigue. Lightheadedness. Reduced ability to exercise. Shortness of breath. Weakness."
A,Atrial flutter,https://www.mayoclinic.org/diseases-conditions/atrial-flutter/symptoms-causes/syc-20352586,A pounding or racing feeling in the chest. Chest pain. Fainting or almost fainting. Shortness of breath. Feeling very tired.
A,Atrial septal defect (ASD),https://www.mayoclinic.org/diseases-conditions/atrial-septal-defect/symptoms-causes/syc-20369715,"Shortness of breath, especially when exercising. Tiredness, especially with activity. Swelling of the legs, feet or belly area. Irregular heartbeats, also called arrhythmias. Skipped heartbeats or feelings of a quick, pounding or fluttering heartbeat, called palpitations."
A,Atrial tachycardia,https://www.mayoclinic.org/diseases-conditions/atrial-tachycardia/symptoms-causes/syc-20573298,"Pounding or fluttering feelings in the chest or neck, called palpitations. Chest pain. Fainting or almost fainting. Lightheadedness or dizziness. Shortness of breath. Sweating. Weakness or extreme tiredness. Nausea."
