Letter,Disease Name,URL,Symptoms,IsRare
A,Adult attention-deficit/hyperactivity disorder (ADHD),https://www.mayoclinic.org/diseases-conditions/adult-adhd/symptoms-causes/syc-20350878,[],0
A,Adult Still disease,https://www.mayoclinic.org/diseases-conditions/adult-stills-disease/symptoms-causes/syc-20351907,"['Fever.Fever may rise to at least 102 degrees Fahrenheit (38.9 degrees Celsius). The fever may spike once or twice a day for a week or longer.', 'Rash.A rash might come and go with the fever. The rash usually appears on the trunk, arms or legs.', 'Sore throat.This is one of the first symptoms of adult Still disease. The lymph nodes in the neck might be swollen and tender.', 'Achy and swollen joints.Joints — especially in the knees and wrists— might be stiff, painful and inflamed. Ankles, elbows, hands and shoulders also might ache. The joint discomfort usually lasts at least two weeks.', 'Muscle pain.Muscular pain usually comes and goes with the fever. The pain can be severe enough to disrupt daily activities.']",1
A,Age spots (liver spots),https://www.mayoclinic.org/diseases-conditions/age-spots/symptoms-causes/syc-20355859,[],0
A,Agoraphobia,https://www.mayoclinic.org/diseases-conditions/agoraphobia/symptoms-causes/syc-20355987,[],0
A,Airplane ear,https://www.mayoclinic.org/diseases-conditions/airplane-ear/symptoms-causes/syc-20351701,[],0
A,Albinism,https://www.mayoclinic.org/diseases-conditions/albinism/symptoms-causes/syc-20369184,[],0
A,Alcohol intolerance,https://www.mayoclinic.org/diseases-conditions/alcohol-intolerance/symptoms-causes/syc-20369211,[],0
A,Alcohol poisoning,https://www.mayoclinic.org/diseases-conditions/alcohol-poisoning/symptoms-causes/syc-20354386,[],0
A,Alcohol use disorder,https://www.mayoclinic.org/diseases-conditions/alcohol-use-disorder/symptoms-causes/syc-20369243,[],0
A,Alcoholic hepatitis,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388,[],0
A,Allergies,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497,[],0
A,Alpha-gal syndrome,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608,[],0
A,Alzheimer's disease,https://www.mayoclinic.org/diseases-conditions/alzheimers-disease/symptoms-causes/syc-20350447,[],0
A,Ameloblastoma,https://www.mayoclinic.org/diseases-conditions/ameloblastoma/symptoms-causes/syc-20351278,"['Conventional ameloblastoma.This is the most common type and grows aggressively, usually in the lower jawbone, and approximately 10% recur after treatment.', 'Unicystic ameloblastoma.This type is less aggressive, but typically occurs at a younger age. The tumor is often in the back of the lower jawbone at the molars. Recurrence is possible after treatment.', 'Peripheral ameloblastoma.This type is rare and affects the gums and oral tissue in the upper or lower jaw. The tumor has a low risk of recurrence after treatment.', 'Metastasizing ameloblastoma.This type is very rare and is defined by tumor cells that occur away from the primary site in the jaw.']",1
A,Amenorrhea,https://www.mayoclinic.org/diseases-conditions/amenorrhea/symptoms-causes/syc-20369299,[],0
A,Amnesia,https://www.mayoclinic.org/diseases-conditions/amnesia/symptoms-causes/syc-20353360,[],0
A,Ampullary cancer,https://www.mayoclinic.org/diseases-conditions/ampullary-cancer/symptoms-causes/syc-20355066,"['Yellowing of the skin and whites of the eyes, called jaundice.', 'Diarrhea.', 'Clay-colored stools.', 'Abdominal pain.', 'Fever.', 'Blood in the stool.', 'Nausea.', 'Vomiting.', 'Weight loss.']",1
A,Amyloidosis,https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178,"['Serious fatigue and weakness.', 'Shortness of breath.', 'Numbness, tingling, or pain in the hands or feet.', 'Swelling of the ankles and legs.']",1
A,Amyotrophic lateral sclerosis (ALS),https://www.mayoclinic.org/diseases-conditions/amyotrophic-lateral-sclerosis/symptoms-causes/syc-20354022,[],0
A,Anal cancer,https://www.mayoclinic.org/diseases-conditions/anal-cancer/symptoms-causes/syc-20354140,[],0
A,Anal fissure,https://www.mayoclinic.org/diseases-conditions/anal-fissure/symptoms-causes/syc-20351424,[],0
A,Anal fistula,https://www.mayoclinic.org/diseases-conditions/anal-fistula/symptoms-causes/syc-20352871,[],0
A,Anal itching,https://www.mayoclinic.org/diseases-conditions/anal-itching/symptoms-causes/syc-20369345,[],0
A,Anaphylaxis,https://www.mayoclinic.org/diseases-conditions/anaphylaxis/symptoms-causes/syc-20351468,[],0
A,Anemia,https://www.mayoclinic.org/diseases-conditions/anemia/symptoms-causes/syc-20351360,[],0
A,Aneurysms,https://www.mayoclinic.org/diseases-conditions/aneurysms/symptoms-causes/syc-20354633,[],0
A,Angelman syndrome,https://www.mayoclinic.org/diseases-conditions/angelman-syndrome/symptoms-causes/syc-20355621,[],0
A,Angina,https://www.mayoclinic.org/diseases-conditions/angina/symptoms-causes/syc-20369373,[],0
A,Angiosarcoma,https://www.mayoclinic.org/diseases-conditions/angiosarcoma/symptoms-causes/syc-20350244,"['A raised area of skin that looks like a bruise', 'A bruise-like lesion that grows larger over time', 'A lesion that may bleed when scratched or bumped', 'Swelling in the skin around the lesion']",1
A,Ankylosing spondylitis,https://www.mayoclinic.org/diseases-conditions/ankylosing-spondylitis/symptoms-causes/syc-20354808,[],0
A,Anorexia nervosa,https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591,[],0
A,Anorgasmia in women,https://www.mayoclinic.org/diseases-conditions/anorgasmia/symptoms-causes/syc-20369422,[],0
A,Anterior vaginal prolapse (cystocele),https://www.mayoclinic.org/diseases-conditions/cystocele/symptoms-causes/syc-20369452,[],0
A,Anthrax,https://www.mayoclinic.org/diseases-conditions/anthrax/symptoms-causes/syc-20356203,"['A raised, itchy bump resembling an insect bite that quickly develops into a painless sore with a black center', 'Swelling in the sore and nearby lymph glands', 'Sometimes, flu-like symptoms including fever and headache']",1
A,Antibiotic-associated diarrhea,https://www.mayoclinic.org/diseases-conditions/antibiotic-associated-diarrhea/symptoms-causes/syc-20352231,[],0
A,Antiphospholipid syndrome,https://www.mayoclinic.org/diseases-conditions/antiphospholipid-syndrome/symptoms-causes/syc-20355831,"['Blood clots in legs (DVT).Signs of a deep vein thrombosis (DVT) include pain, swelling and redness. These clots can travel to the lungs (pulmonary embolism).', 'Repeated miscarriages or stillbirths.Other complications of pregnancy include dangerously high blood pressure (preeclampsia) and premature delivery.', 'Stroke.A stroke can occur in a young person who has antiphospholipid syndrome but no known risk factors for cardiovascular diseases.', 'Transient ischemic attack (TIA).Similar to a stroke, a transient ischemic attack (TIA) usually lasts only a few minutes and causes no permanent damage.', 'Rash.Some people develop a red rash with a lacy, net-like pattern.']",1
A,Antisocial personality disorder,https://www.mayoclinic.org/diseases-conditions/antisocial-personality-disorder/symptoms-causes/syc-20353928,[],0
A,Anxiety disorders,https://www.mayoclinic.org/diseases-conditions/anxiety/symptoms-causes/syc-20350961,[],0
A,Aortic aneurysm,https://www.mayoclinic.org/diseases-conditions/aortic-aneurysm/symptoms-causes/syc-20369472,[],0
A,Aortic dissection,https://www.mayoclinic.org/diseases-conditions/aortic-dissection/symptoms-causes/syc-20369496,"['Sudden severe chest or upper back pain, often described as a tearing or ripping sensation, that spreads to the neck or down the back', 'Sudden severe stomach pain', 'Loss of consciousness', 'Shortness of breath', 'Symptoms similar to those of a stroke, including sudden vision problems, difficulty speaking, and weakness or loss of movement (paralysis) on one side of your body', 'Weak pulse in one arm or thigh compared with the other', 'Leg pain', 'Difficulty walking']",1
A,Aortic valve disease,https://www.mayoclinic.org/diseases-conditions/aortic-valve-disease/symptoms-causes/syc-20355117,[],0
A,Aortic valve regurgitation,https://www.mayoclinic.org/diseases-conditions/aortic-valve-regurgitation/symptoms-causes/syc-20353129,[],0
A,Aortic valve stenosis,https://www.mayoclinic.org/diseases-conditions/aortic-stenosis/symptoms-causes/syc-20353139,"['Chest pain or tightness with activity.', 'Feeling faint or dizzy or fainting with activity.', 'Shortness of breath, especially with activity.', 'Fatigue, especially during times of increased activity.', 'Rapid, fluttering heartbeat.']",1
A,Aphasia,https://www.mayoclinic.org/diseases-conditions/aphasia/symptoms-causes/syc-20369518,[],0
A,Aplastic anemia,https://www.mayoclinic.org/diseases-conditions/aplastic-anemia/symptoms-causes/syc-20355015,"['Fatigue.', 'Shortness of breath.', 'Rapid or irregular heart rate.', 'Frequent or prolonged infections.', 'Unexplained or easy bruising.', 'Nosebleeds and bleeding gums.', 'Prolonged bleeding from cuts.', 'Pale skin.', 'Skin rash.', 'Fever.']",1
A,Appendicitis,https://www.mayoclinic.org/diseases-conditions/appendicitis/symptoms-causes/syc-20369543,[],0
A,ARDS,https://www.mayoclinic.org/diseases-conditions/ards/symptoms-causes/syc-20355576,[],0
A,Arteriosclerosis / atherosclerosis,https://www.mayoclinic.org/diseases-conditions/arteriosclerosis-atherosclerosis/symptoms-causes/syc-20350569,[],0
A,Arteriovenous fistula,https://www.mayoclinic.org/diseases-conditions/arteriovenous-fistula/symptoms-causes/syc-20369567,[],0
A,Arteriovenous malformation,https://www.mayoclinic.org/diseases-conditions/arteriovenous-malformation/symptoms-causes/syc-20350544,"['Trouble with thinking that gets worse over time.', 'Headaches.', 'Nausea and vomiting.', 'Seizures.', 'Loss of consciousness.']",1
A,Arthritis,https://www.mayoclinic.org/diseases-conditions/arthritis/symptoms-causes/syc-20350772,[],0
A,Asbestosis,https://www.mayoclinic.org/diseases-conditions/asbestosis/symptoms-causes/syc-20354637,[],0
A,Ascariasis,https://www.mayoclinic.org/diseases-conditions/ascariasis/symptoms-causes/syc-20369593,[],0
A,Aspergillosis,https://www.mayoclinic.org/diseases-conditions/aspergillosis/symptoms-causes/syc-20369619,"['Fever', 'A cough that may bring up blood or plugs of mucus', 'Worsening asthma']",1
A,Asthma,https://www.mayoclinic.org/diseases-conditions/asthma/symptoms-causes/syc-20369653,[],0
A,Asthma attack,https://www.mayoclinic.org/diseases-conditions/asthma-attack/symptoms-causes/syc-20354268,[],0
A,Astigmatism,https://www.mayoclinic.org/diseases-conditions/astigmatism/symptoms-causes/syc-20353835,[],0
A,Astrocytoma,https://www.mayoclinic.org/diseases-conditions/astrocytoma/symptoms-causes/syc-20576675,[],0
A,Ataxia,https://www.mayoclinic.org/diseases-conditions/ataxia/symptoms-causes/syc-20355652,[],0
A,Atelectasis,https://www.mayoclinic.org/diseases-conditions/atelectasis/symptoms-causes/syc-20369684,[],0
A,Athlete's foot,https://www.mayoclinic.org/diseases-conditions/athletes-foot/symptoms-causes/syc-20353841,[],0
A,Atopic dermatitis (eczema),https://www.mayoclinic.org/diseases-conditions/atopic-dermatitis-eczema/symptoms-causes/syc-20353273,[],0
A,Atrial fibrillation,https://www.mayoclinic.org/diseases-conditions/atrial-fibrillation/symptoms-causes/syc-20350624,[],0
A,Atrial flutter,https://www.mayoclinic.org/diseases-conditions/atrial-flutter/symptoms-causes/syc-20352586,[],0
A,Atrial septal defect (ASD),https://www.mayoclinic.org/diseases-conditions/atrial-septal-defect/symptoms-causes/syc-20369715,[],0
A,Atrial tachycardia,https://www.mayoclinic.org/diseases-conditions/atrial-tachycardia/symptoms-causes/syc-20573298,[],0
A,Atrioventricular canal defect,https://www.mayoclinic.org/diseases-conditions/atrioventricular-canal-defect/symptoms-causes/syc-20361492,[],0
A,Atrioventricular nodal reentry tachycardia (AVNRT),https://www.mayoclinic.org/diseases-conditions/avnrt/symptoms-causes/syc-20573830,[],0
A,Attention-deficit/hyperactivity disorder (ADHD) in children,https://www.mayoclinic.org/diseases-conditions/adhd/symptoms-causes/syc-20350889,[],0
A,Atypical genitalia,https://www.mayoclinic.org/diseases-conditions/atypical-genitalia/symptoms-causes/syc-20369273,"['An enlarged clitoris, which may look like a penis.', 'Closed labia, or labia that include folds and look like a scrotum.', 'Lumps that feel like testicles in the fused labia.']",1
A,Atypical hyperplasia of the breast,https://www.mayoclinic.org/diseases-conditions/atypical-hyperplasia/symptoms-causes/syc-20369773,[],0
A,Auditory processing disorder,https://www.mayoclinic.org/diseases-conditions/auditory-processing-disorder/symptoms-causes/syc-20555261,[],0
A,Autism spectrum disorder,https://www.mayoclinic.org/diseases-conditions/autism-spectrum-disorder/symptoms-causes/syc-20352928,[],0
A,Autoimmune encephalitis,https://www.mayoclinic.org/diseases-conditions/autoimmune-encephalitis/symptoms-causes/syc-20576380,[],0
A,Autoimmune epilepsy,https://www.mayoclinic.org/diseases-conditions/autoimmune-epilepsy/symptoms-causes/syc-20576892,[],0
A,Autoimmune hepatitis,https://www.mayoclinic.org/diseases-conditions/autoimmune-hepatitis/symptoms-causes/syc-20352153,[],0
A,Autoimmune pancreatitis,https://www.mayoclinic.org/diseases-conditions/autoimmune-pancreatitis/symptoms-causes/syc-20369800,[],0
A,Autonomic neuropathy,https://www.mayoclinic.org/diseases-conditions/autonomic-neuropathy/symptoms-causes/syc-20369829,[],0
A,Avascular necrosis (osteonecrosis),https://www.mayoclinic.org/diseases-conditions/avascular-necrosis/symptoms-causes/syc-20369859,[],0
B,Baby acne,https://www.mayoclinic.org/diseases-conditions/baby-acne/symptoms-causes/syc-20369880,[],0
B,Back pain,https://www.mayoclinic.org/diseases-conditions/back-pain/symptoms-causes/syc-20369906,"['Lasts longer than a few weeks.', ""Is severe and doesn't improve with rest."", 'Spreads down one or both legs, especially if it goes below the knee.', 'Causes weakness, numbness, or tingling in one or both legs.', 'Is paired with unexplained weight loss.']",1
B,Bacterial vaginosis,https://www.mayoclinic.org/diseases-conditions/bacterial-vaginosis/symptoms-causes/syc-20352279,[],0
B,Bad breath,https://www.mayoclinic.org/diseases-conditions/bad-breath/symptoms-causes/syc-20350922,[],0
B,Bags under eyes,https://www.mayoclinic.org/diseases-conditions/bags-under-eyes/symptoms-causes/syc-20369927,"['Mild swelling', 'Saggy or loose skin', 'Dark circles']",1
B,Baker cyst,https://www.mayoclinic.org/diseases-conditions/bakers-cyst/symptoms-causes/syc-20369950,[],0
B,Balance problems,https://www.mayoclinic.org/diseases-conditions/balance-problems/symptoms-causes/syc-20350474,[],0
B,Bardet-Biedl syndrome (BBS),https://www.mayoclinic.org/diseases-conditions/bardet-biedl-syndrome/symptoms-causes/syc-20586227,"['Having extra weight, starting in early childhood.', 'Poor eyesight, leading to vision loss.', 'Changes with how the kidneys develop and work.', 'Low hormone levels that cause changes in sex organ development, delayed puberty and changes in sexual function.', 'Extra fingers or toes, called polydactyly (pol-e-DAK-tuh-lee).', 'Changes that affect speaking, learning, thinking and memory.']",1
B,Barrett's esophagus,https://www.mayoclinic.org/diseases-conditions/barretts-esophagus/symptoms-causes/syc-20352841,[],0
B,Bartholin's cyst,https://www.mayoclinic.org/diseases-conditions/bartholin-cyst/symptoms-causes/syc-20369976,[],0
B,Basal cell carcinoma,https://www.mayoclinic.org/diseases-conditions/basal-cell-carcinoma/symptoms-causes/syc-20354187,[],0
B,B-cell lymphoma,https://www.mayoclinic.org/diseases-conditions/b-cell-lymphoma/symptoms-causes/syc-20586599,[],0
B,Bedbugs,https://www.mayoclinic.org/diseases-conditions/bedbugs/symptoms-causes/syc-20370001,[],0
B,Bedsores (pressure ulcers),https://www.mayoclinic.org/diseases-conditions/bed-sores/symptoms-causes/syc-20355893,[],0
B,Bed-wetting,https://www.mayoclinic.org/diseases-conditions/bed-wetting/symptoms-causes/syc-20366685,[],0
B,Bee sting,https://www.mayoclinic.org/diseases-conditions/bee-stings/symptoms-causes/syc-20353869,[],0
B,Behcet disease,https://www.mayoclinic.org/diseases-conditions/behcet-disease/symptoms-causes/syc-20351326,"['Mouth.Painful mouth sores that look like canker sores are the most common sign of Behcet disease. They begin as raised, round sores in the mouth. They quickly turn into painful ulcers.The sores most often heal in 1 to 3 weeks. But they often come back.', 'Skin.Some people get sores that look like acne on their bodies. Others get raised and tender growths called nodules on their skin, mainly on the lower legs.', 'Genitals.Open sores can happen on the scrotum or the vulva. The sores are most often painful and can leave scars.', 'Eyes.Irritation and swelling, called inflammation, in the eye causes redness, pain and blurred vision. Called uveitis, this inflammation most often affects both eyes. In people with Behcet disease, these symptoms can come and go.', 'Joints.Joint swelling and pain often affect the knees in people with Behcet disease. The ankles, elbows or wrists also might be involved. Symptoms can last 1 to 3 weeks and go away on their own.', 'Blood vessels.Swelling, called inflammation, in veins and arteries can cause redness and pain. It can cause a blood clot, which leads to swelling in the arms or legs. Inflammation in the large arteries can lead to complications. These include bulges in the artery that can burst, called aneurysms, and narrowed or blocked blood vessels.', 'Digestive system.Several symptoms can affect the network of organs that digest food, called the digestive system. Symptoms may include belly pain, diarrhea and bleeding.', 'Brain.Swelling, called inflammation, in the brain and nervous system can cause headache, fever, confusion, poor balance or stroke.']",1
B,Bell's palsy,https://www.mayoclinic.org/diseases-conditions/bells-palsy/symptoms-causes/syc-20370028,"['Mild weakness to total paralysis on one side of the face — occurring within hours to days.', 'Facial droop and trouble making facial expressions, such as closing an eye or smiling.', 'Drooling.', 'Pain around the jaw or pain in or behind the ear on the affected side.', 'Increased sensitivity to sound on the affected side.', 'Headache.', 'Loss of taste.', 'Changes in the amount of tears and saliva produced.']",1
B,Benign adrenal tumors,https://www.mayoclinic.org/diseases-conditions/benign-adrenal-tumors/symptoms-causes/syc-20356190,[],0
B,Benign paroxysmal positional vertigo (BPPV),https://www.mayoclinic.org/diseases-conditions/vertigo/symptoms-causes/syc-20370055,"['Dizziness', 'A sense that you or your surroundings are spinning or moving (vertigo)', 'A loss of balance or unsteadiness', 'Nausea', 'Vomiting']",1
B,Benign peripheral nerve tumor,https://www.mayoclinic.org/diseases-conditions/peripheral-nerve-tumors-benign/symptoms-causes/syc-20368680,"['Swelling or a lump under your skin.', 'Pain, tingling or numbness.', 'Weakness or loss of function in the affected area.', 'Dizziness or loss of balance.']",1
B,Benign prostatic hyperplasia (BPH),https://www.mayoclinic.org/diseases-conditions/benign-prostatic-hyperplasia/symptoms-causes/syc-20370087,[],0
B,Bicuspid aortic valve,https://www.mayoclinic.org/diseases-conditions/bicuspid-aortic-valve/cdc-20385577,[],0
B,Bile reflux,https://www.mayoclinic.org/diseases-conditions/bile-reflux/symptoms-causes/syc-20370115,[],0
B,Binge-eating disorder,https://www.mayoclinic.org/diseases-conditions/binge-eating-disorder/symptoms-causes/syc-20353627,[],0
B,Bipolar disorder,https://www.mayoclinic.org/diseases-conditions/bipolar-disorder/symptoms-causes/syc-20355955,"[""Bipolar I disorder.You've had at least one manic episode that may come before or after hypomanic or major depressive episodes. In some cases, mania may cause a break from reality. This is called psychosis."", ""Bipolar II disorder.You've had at least one major depressive episode and at least one hypomanic episode. But you've never had a manic episode."", ""Cyclothymia.You've had at least two years — or one year in children and teenagers — of many periods of hypomania symptoms and periods of depressive symptoms. These symptoms are less severe than major depression."", ""Other types.These types include bipolar and related disorders caused by certain drugs or alcohol, or due to a medical condition, such as Cushing's disease, multiple sclerosis or stroke.""]",1
B,Bird flu (avian influenza),https://www.mayoclinic.org/diseases-conditions/bird-flu/symptoms-causes/syc-20568390,"['Fever.', 'Problems breathing.', 'Pink eye, also called conjunctivitis.', 'Upset stomach and vomiting.', 'Loose stool, called diarrhea.']",1
B,Black hairy tongue,https://www.mayoclinic.org/diseases-conditions/black-hairy-tongue/symptoms-causes/syc-20356077,[],0
B,Bladder cancer,https://www.mayoclinic.org/diseases-conditions/bladder-cancer/symptoms-causes/syc-20356104,[],0
B,Bladder exstrophy,https://www.mayoclinic.org/diseases-conditions/bladder-exstrophy/symptoms-causes/syc-20391299,"[""Epispadias.This is the least serious form of BEEC. With an epispadias (ep-ih-SPAY-dee-us), the tube through which urine leaves the body doesn't fully develop. This tube is called the urethra."", 'Bladder exstrophy.This condition causes the bladder to form on the outside of the body. The bladder also is turned inside out. Usually, bladder exstrophy involves organs of the urinary tract, as well as the digestive and reproductive systems. Changes in the abdominal wall, bladder, genitals and pelvic bones can happen. So can changes in the end part of the large intestine called the rectum and the opening at the end of the rectum called the anus.Children with bladder exstrophy also have a condition that causes urine to flow the wrong way. This is called vesicoureteral reflux. Urine flows backward from the bladder into tubes called ureters that connect to the kidneys. Children with bladder exstrophy have epispadias as well.', 'Cloacal exstrophy.Cloacal exstrophy (kloe-AY-kul EK-stroh-fee) is the most serious form of BEEC. In this condition, the bladder and intestine are exposed. The anus may not open and the intestine may be short. The penis or the vagina may be split. The pelvic bones are affected as well.The kidneys, backbone and spinal cord also may be affected. Most children with cloacal exstrophy have spinal conditions, including spina bifida. Children born with protruding abdominal organs probably also have cloacal exstrophy or bladder exstrophy.']",1
B,Bladder stones,https://www.mayoclinic.org/diseases-conditions/bladder-stones/symptoms-causes/syc-20354339,[],0
B,Blastocystis hominis,https://www.mayoclinic.org/diseases-conditions/blastocystis-hominis-infection/symptoms-causes/syc-20351205,[],0
B,Blepharitis,https://www.mayoclinic.org/diseases-conditions/blepharitis/symptoms-causes/syc-20370141,[],0
B,Blocked tear duct,https://www.mayoclinic.org/diseases-conditions/blocked-tear-duct/symptoms-causes/syc-20351369,"['Very watery eye.', 'Redness of the white part of the eye', 'Eye infection or irritation that happens again and again, known as pink eye.', 'Painful swelling near the inside corner of the eye.', 'Crusting of the eyelids.', 'Mucus or pus discharge from the lids and surface of the eye.', 'Blurred vision.']",1
B,Blood in urine (hematuria),https://www.mayoclinic.org/diseases-conditions/blood-in-urine/symptoms-causes/syc-20353432,[],0
B,Body dysmorphic disorder,https://www.mayoclinic.org/diseases-conditions/body-dysmorphic-disorder/symptoms-causes/syc-20353938,[],0
B,Body lice,https://www.mayoclinic.org/diseases-conditions/body-lice/symptoms-causes/syc-20350310,[],0
B,Boils and carbuncles,https://www.mayoclinic.org/diseases-conditions/boils-and-carbuncles/symptoms-causes/syc-20353770,[],0
B,Bone cancer,https://www.mayoclinic.org/diseases-conditions/bone-cancer/symptoms-causes/syc-20350217,"['Bone pain.', 'Swelling and tenderness near the affected area.', 'Weakened bone, which can lead to a broken bone.', 'Feeling very tired.', 'Losing weight without trying.']",1
B,Bone metastasis,https://www.mayoclinic.org/diseases-conditions/bone-metastasis/symptoms-causes/syc-20370191,"['Bone pain.', 'Broken bones.', 'High levels of calcium in the blood, called hypercalcemia. This can cause nausea, vomiting, constipation and confusion.']",1
B,Bone spurs,https://www.mayoclinic.org/diseases-conditions/bone-spurs/symptoms-causes/syc-20370212,[],0
B,Borderline personality disorder,https://www.mayoclinic.org/diseases-conditions/borderline-personality-disorder/symptoms-causes/syc-20370237,[],0
B,Botulism,https://www.mayoclinic.org/diseases-conditions/botulism/symptoms-causes/syc-20370262,"['Trouble swallowing or speaking', 'Dry mouth', 'Facial weakness on both sides of the face', 'Blurred or double vision', 'Drooping eyelids', 'Trouble breathing', 'Nausea, vomiting and stomach cramps', 'Paralysis']",1
B,Brachial plexus injury,https://www.mayoclinic.org/diseases-conditions/brachial-plexus-injury/symptoms-causes/syc-20350235,[],0
B,Bradycardia,https://www.mayoclinic.org/diseases-conditions/bradycardia/symptoms-causes/syc-20355474,[],0
B,Brain aneurysm,https://www.mayoclinic.org/diseases-conditions/brain-aneurysm/symptoms-causes/syc-20361483,[],0
B,Brain AVM (arteriovenous malformation),https://www.mayoclinic.org/diseases-conditions/brain-avm/symptoms-causes/syc-20350260,"['Seizures.', 'Headaches or pain in one area of the head.', 'Muscle weakness or numbness in one part of the body.']",1
